"unidad"	"nombre"	"AÑO"	"JEFE"	"DESEMP"	"udad_anio"	"TAMAÑO"	"TPARCIAL"	"MULTIEMP"	"PRIVADO"	"PÚBLICO"	"CPSL"	"CPCL"	"PROFYTEC"	"OFICINA"	"MANUAL"	"INDUST"	"COMERCIO"	"SFINAN"	"SPERSON"	"SUBEMP"	"PRECARIO"	"INGRESO"
"273"	"u35"	"IM32"	2002	33	11.11	"IM322002"	54.55	26.14	4.17	32.58	30.3	8.33	20.83	9.85	28.79	9.47	10.98	18.94	1.14	11.74	13.26	28.41	2.02
"274"	"u32"	"IM22"	2002	19.61	19.42	"IM222002"	56.46	44.47	6.75	55.3	16.18	6.87	16.53	5.24	22.82	8.03	11.64	22.47	1.51	9.43	15.6	50.64	1.71
"275"	"u33"	"IM23"	2002	18.83	8.39	"IM232002"	34.89	36.27	17.27	29.19	45.42	4.84	16.06	53.71	12.95	7.6	8.46	9.15	1.04	17.79	18.48	23.32	3.37
"276"	"u22"	"IH21"	2002	78.51	9.68	"IH212002"	50.88	25.56	3.89	49.59	14.61	21.67	12.72	2.24	1.88	59.01	12.01	14.72	0	0.71	10.95	47.23	1.58
"277"	"u10"	"MM11"	2002	13.45	42.86	"MM112002"	63.24	102.94	4.41	80.88	2.94	1.47	13.24	0	7.35	10.29	11.76	26.47	0	1.47	25	67.65	1.58
"278"	"u25"	"IH31"	2002	90.54	9.26	"IH312002"	60.76	23.65	4.15	33.63	18.16	19.96	23.21	2.58	3.92	53.48	10.87	19.73	0.22	1.79	10.54	31.39	1.68
"279"	"u2"	"MH12"	2002	24.54	19.12	"MH122002"	34.05	37.32	3.85	71.08	9.4	9.12	7.41	6.27	12.82	33.62	15.24	31.48	1.85	2.71	12.54	50.85	1.79
"280"	"u23"	"IH22"	2002	77.57	7.83	"IH222002"	41.98	17.64	7.74	41.32	26.6	10.57	15.09	5.47	15	41.98	15.38	21.51	2.74	2.64	6.13	37.45	2.18
"281"	"u28"	"IM11"	2002	9.71	37.71	"IM112002"	80.73	97.25	3.67	80.73	0	11.93	6.42	0	0.92	10.09	12.84	7.34	0.92	0	25.69	80.73	1.18
"282"	"u11"	"MM12"	2002	11.99	29.56	"MM122002"	38.49	63.83	3.87	80.46	6.58	4.64	6.19	7.74	29.59	6.19	12.38	34.04	1.74	8.7	17.99	56.67	1.71
"283"	"u3"	"MH13"	2002	24.61	23.28	"MH132002"	29.25	50.94	8.96	64.47	14.47	9.43	7.7	28.93	22.17	25.31	15.57	19.18	4.56	4.72	14.15	34.91	2.51
"284"	"u31"	"IM21"	2002	21.85	21.08	"IM212002"	77.39	53.61	6.24	68.62	5.26	6.24	15.2	0.97	2.14	9.16	9.55	15.59	0.39	5.26	19.88	65.11	1.34
"285"	"u30"	"IM13"	2002	5.41	28.53	"IM132002"	37.39	68.49	11.76	49.16	36.55	5.46	7.98	44.54	16.39	4.2	3.78	17.23	1.68	13.45	20.59	43.7	1.92
"286"	"u12"	"MM13"	2002	12.03	27.63	"MM132002"	24.1	66.92	11.23	67.37	19.16	4.04	7.19	37.13	37.43	2.1	9.13	15.12	3.44	13.47	19.31	33.68	2.52
"287"	"u20"	"IH12"	2002	27.24	18.89	"IH122002"	42.69	37.01	3.43	62.39	14.33	10.9	8.06	4.48	6.87	40.75	17.46	23.88	0.9	0.75	9.4	60.15	1.46
"288"	"u26"	"IH32"	2002	94.27	6.92	"IH322002"	52.56	20.77	7.44	25.13	25.13	11.28	26.15	10.51	18.46	41.54	10.51	21.03	2.05	2.05	9.49	21.28	2.53
"289"	"u31"	"IM21"	2003	23.09	24.49	"IM212003"	78.31	61.57	6.2	63.02	6.2	10.33	16.12	0.83	4.13	10.33	10.33	15.5	0.21	4.55	22.31	61.36	1.09
"290"	"u25"	"IH31"	2003	91.54	9.48	"IH312003"	56.42	25.68	2.48	37.5	17.68	21.96	19.48	2.82	3.6	53.94	13.51	17.57	0.11	1.24	13.4	34.91	1.41
"291"	"u33"	"IM23"	2003	18.07	9.98	"IM232003"	33.27	38.03	17.08	36.97	40.67	4.4	14.79	53.35	14.44	6.16	6.34	10.39	1.76	19.01	17.25	30.11	2.82
"292"	"u8"	"MH32"	2003	86.82	7.53	"MH322003"	45.37	20.56	6.67	39.44	18.33	9.63	20.93	16.11	16.85	30	15.74	20.56	4.44	3.33	11.11	19.26	3.03
"293"	"u11"	"MM12"	2003	7.79	27.35	"MM122003"	34.62	59.31	4.45	82.59	6.88	3.24	5.47	6.68	25.51	7.49	15.79	31.78	1.62	6.48	16.19	60.93	1.39
"294"	"u26"	"IH32"	2003	91.71	6.45	"IH322003"	48.28	17.73	5.42	31.28	24.88	11.58	21.92	11.33	14.78	39.9	12.32	23.15	1.48	2.46	10.59	27.09	2.13
"295"	"u20"	"IH12"	2003	29.78	18.58	"IH122003"	44.82	40.29	3.56	68.28	12.3	8.74	9.06	5.5	5.99	34.95	15.53	27.67	0.81	1.46	12.62	63.43	1.22
"296"	"u30"	"IM13"	2003	5.48	34.58	"IM132003"	39.65	89.87	9.69	50.22	30.84	8.37	10.57	43.61	16.74	2.2	6.17	18.5	1.32	12.33	25.55	45.37	1.65
"297"	"u15"	"MM23"	2003	27.85	9.39	"MM232003"	28.65	41.66	25.66	45.9	32.75	2.99	15.3	52.92	23.64	4.73	8.83	8.48	4.87	22.67	17.39	19.54	3.65
"298"	"u4"	"MH21"	2003	70.56	11.68	"MH212003"	51.15	39.27	5.17	46.74	13.98	20.11	16.86	2.87	2.11	53.64	17.43	20.31	0.77	0.57	18.77	36.02	1.62
"299"	"u18"	"MM33"	2003	47.86	8.4	"MM332003"	35.29	36.85	17.99	36.85	32.7	4.15	19.38	53.46	19.38	7.09	9.69	7.44	3.11	22.66	18.17	12.63	3.75
"300"	"u29"	"IM12"	2003	7.08	31.54	"IM122003"	58.43	70.56	2.92	75.06	7.19	6.07	8.09	4.04	15.06	7.87	13.03	29.66	0.67	7.19	16.4	70.56	1.06
"301"	"u32"	"IM22"	2003	19.79	19.32	"IM222003"	55.72	46.38	7.01	53.86	19.74	6.89	14.84	5.84	22.66	8.76	9.7	20.21	2.1	12.62	17.41	48.83	1.42
"302"	"u3"	"MH13"	2003	26.71	25.98	"MH132003"	33.77	58.65	10.21	63.76	12.69	6.59	13.34	33.28	18.62	21.75	11.04	23.23	2.47	4.78	16.14	36.08	2.09
"303"	"u7"	"MH31"	2003	87.71	8.6	"MH312003"	56.13	28.57	2.86	42.52	12.27	17.14	22.35	3.03	3.03	47.39	13.78	23.03	1.68	2.18	16.13	29.08	1.92
"304"	"u19"	"IH11"	2003	32.98	18.23	"IH112003"	59.34	43.93	2.3	61.64	7.87	20.66	8.2	1.31	0.66	47.54	12.46	19.02	0	0	14.43	60.33	1.05
"305"	"u21"	"IH13"	2003	22.85	24.63	"IH132003"	51.97	59.84	7.09	56.69	12.2	12.99	12.99	20.08	8.27	44.09	17.72	22.83	0.79	1.97	20.47	52.36	1.43
"306"	"u14"	"MM22"	2003	23.85	18.42	"MM222003"	42.34	46.37	8.06	65.63	14.92	4.03	10.99	8.17	28.93	11.19	15.22	18.75	3.02	14.01	19.56	42.84	1.99
"307"	"u12"	"MM13"	2003	13.63	28.79	"MM132003"	27.16	65.9	10.96	68.98	18.67	2.62	8.33	35.19	32.72	3.24	8.49	16.98	3.24	11.11	16.98	38.73	2.12
"308"	"u9"	"MH33"	2003	91.19	5.29	"MH332003"	41.4	24.65	20.93	32.25	22.17	5.43	24.5	38.45	10.85	27.75	17.21	15.97	3.72	9.3	11.78	12.4	5
"309"	"u13"	"MM21"	2003	25.74	24.68	"MM212003"	70.9	72.03	11.86	72.03	3.95	5.37	15.54	1.69	1.69	11.02	11.86	18.08	1.13	7.06	32.49	64.97	1.46
"310"	"u10"	"MM11"	2003	5.88	42.86	"MM112003"	64.71	107.35	5.88	76.47	2.94	10.29	8.82	0	2.94	16.18	19.12	20.59	0	4.41	22.06	66.18	1.41
"311"	"u16"	"MM31"	2003	39.37	12.79	"MM312003"	73.9	43.05	8.95	65.14	7.24	5.52	18.48	1.14	5.71	14.67	15.24	13.9	0.38	8.95	23.62	51.05	1.64
"312"	"u24"	"IH23"	2003	76.88	6.04	"IH232003"	43.1	22.26	13.64	38.24	24.92	9.72	21.16	24.14	7.99	42.95	18.18	18.81	1.57	6.43	9.87	32.92	2.12
"313"	"u17"	"MM32"	2003	39.12	10.44	"MM322003"	48.42	28.85	9.88	47.83	21.74	7.11	16.01	10.47	31.62	12.06	14.23	15.81	2.17	13.83	14.03	26.68	2.27
"314"	"u27"	"IH33"	2003	91.08	5.2	"IH332003"	53.33	20.78	11.76	27.84	21.57	13.33	26.27	27.45	5.1	46.27	16.47	18.04	1.18	6.27	12.94	23.92	2.46
"315"	"u36"	"IM33"	2003	36.6	4.68	"IM332003"	40.63	20.98	12.5	31.25	38.84	6.25	17.41	44.2	15.18	12.95	12.95	9.38	1.34	13.84	11.61	24.11	2.23
"316"	"u22"	"IH21"	2003	75.96	8.3	"IH212003"	55.1	27.15	3.13	45.13	16.94	22.16	14.15	2.44	1.62	54.18	12.88	17.29	0.35	0.7	13.69	43.97	1.33
"317"	"u28"	"IM11"	2003	9.76	30.49	"IM112003"	78.95	80.7	5.26	75.44	1.75	11.4	7.89	0.88	5.26	11.4	12.28	13.16	0	3.51	28.95	71.93	0.99
"318"	"u34"	"IM31"	2003	40.25	16.34	"IM312003"	78.78	42.65	5.88	59.03	7.14	8.19	22.48	0.42	3.15	13.66	12.82	14.08	0	7.56	19.12	55.88	1.05
"319"	"u35"	"IM32"	2003	35.18	8.79	"IM322003"	58.21	26.79	7.14	35.71	26.43	8.57	20.36	9.64	21.79	13.93	10	20	0.71	12.14	13.21	29.64	1.7
"320"	"u1"	"MH11"	2003	32.64	19.25	"MH112003"	50.78	54.92	2.07	63.21	7.77	17.62	10.36	2.59	1.55	38.34	17.1	31.09	0	0	21.76	54.92	1.1
"321"	"u23"	"IH22"	2003	78.93	6.69	"IH222003"	40.89	18.6	5.91	40.6	25.97	11.53	14.92	6.69	12.69	41.76	14.15	21.71	2.81	2.03	8.72	37.11	1.81
"322"	"u6"	"MH23"	2003	76.36	6.49	"MH232003"	31.53	26.67	21.6	46.25	23.75	6.74	15.56	36.74	14.24	26.6	14.17	15.49	5.14	8.89	10.28	21.11	3.8
"323"	"u5"	"MH22"	2003	71.62	8.92	"MH222003"	38.15	24.81	8.21	53.73	15.95	8.68	14.93	9.05	15.95	35.63	17.16	24.35	3.17	3.36	12.22	33.58	2.54
"324"	"u2"	"MH12"	2003	24.94	19.87	"MH122003"	36.65	46.29	7.11	70.14	7.42	9.79	9.64	11.69	13.9	28.91	16.43	28.75	2.53	2.21	15.32	49.13	1.47
"325"	"u27"	"IH33"	2004	91.29	3.87	"IH332004"	49.66	16.11	16.11	26.85	26.51	10.07	27.18	26.17	8.39	43.96	19.8	16.11	1.34	9.73	7.38	20.13	2.71
"326"	"u9"	"MH33"	2004	88.78	4.54	"MH332004"	38.71	22.99	20.48	36.33	22.59	6.74	21.66	40.42	8.19	24.17	14.93	15.59	3.43	10.17	8.72	11.23	4.91
"327"	"u3"	"MH13"	2004	26.06	17.13	"MH132004"	29.27	38.25	12.2	68.29	12.32	4.88	10.01	27.98	21.18	21.57	14.25	20.41	2.82	4.24	10.14	31.71	1.9
"328"	"u17"	"MM32"	2004	40.89	8.74	"MM322004"	49.69	27.9	8.35	45.42	21.79	6.52	18.53	9.78	29.94	13.65	16.7	17.72	3.05	14.87	14.66	20.37	2.28
"329"	"u8"	"MH32"	2004	89.44	4.95	"MH322004"	39.76	13.54	7.29	40.45	19.62	5.38	18.58	14.76	20.31	27.95	14.58	23.09	3.47	3.82	5.9	17.19	3.13
"330"	"u29"	"IM12"	2004	5.75	31.69	"IM122004"	60.82	68.75	3.61	78.37	4.09	6.25	8.89	4.57	17.55	4.33	10.1	26.92	0.96	8.89	16.11	69.71	0.93
"331"	"u16"	"MM31"	2004	38.79	6.62	"MM312004"	74.61	32.68	11.02	62.8	8.46	8.07	16.34	1.57	5.31	14.76	16.73	12.99	0.39	8.27	19.69	38.19	1.51
"332"	"u2"	"MH12"	2004	27.33	14.93	"MH122004"	36.68	34.33	7.84	72.88	8.78	5.49	10.19	10.34	13.48	29	17.4	32.13	0.78	2.51	11.29	48.43	1.43
"333"	"u22"	"IH21"	2004	78.06	5.4	"IH212004"	48.95	18.41	4.08	47.79	17.83	19.93	12	2.1	1.63	52.21	13.4	15.97	0	1.17	9.79	44.64	1.35
"334"	"u13"	"MM21"	2004	25.68	20.91	"MM212004"	67.82	60.63	10.06	71.55	5.17	8.05	10.92	1.44	4.31	13.51	14.66	16.38	0.57	8.33	23.56	60.63	1.31
"335"	"u21"	"IH13"	2004	17.82	21.78	"IH132004"	39.24	44.94	8.23	66.14	12.34	7.91	12.66	14.56	11.39	38.29	17.72	26.58	0.63	3.8	11.39	57.91	1.29
"336"	"u28"	"IM11"	2004	9.09	34.27	"IM112004"	72.34	81.91	3.19	77.66	1.06	13.83	5.32	0	2.13	10.64	17.02	15.96	0	3.19	23.4	75.53	0.81
"337"	"u14"	"MM22"	2004	24.79	12.63	"MM222004"	43.04	33.82	9.01	60.42	16.44	4.29	12.77	8.27	26.39	8.38	11.94	22.51	3.25	12.25	13.93	36.54	1.89
"338"	"u10"	"MM11"	2004	8.93	39.29	"MM112004"	58.82	100	4.41	79.41	0	8.82	8.82	1.47	2.94	16.18	19.12	22.06	0	0	25	75	1.03
"339"	"u15"	"MM23"	2004	24.99	7.73	"MM232004"	29.46	36.96	24.39	45.65	30.39	3.56	15.38	51.84	24.33	4.69	8.07	10.13	3.75	22.08	14.51	17.51	3.41
"340"	"u1"	"MH11"	2004	32.88	16.67	"MH112004"	45.41	38.92	3.24	60	8.11	23.24	7.03	2.7	1.62	41.08	18.38	27.57	0	0	15.14	54.59	1.13
"341"	"u35"	"IM32"	2004	39.73	7.03	"IM322004"	58.43	22.38	6.1	36.92	22.67	10.17	21.51	10.76	20.06	13.37	12.79	20.93	0	11.63	11.92	28.49	1.62
"342"	"u11"	"MM12"	2004	10.74	23.99	"MM122004"	39.29	49.23	4.64	79.91	5.96	5.08	6.4	5.96	26.49	7.95	18.32	32.23	1.32	7.28	10.6	49.67	1.28
"343"	"u19"	"IH11"	2004	33.51	11.53	"IH112004"	54.55	33.33	3.03	63.33	8.48	19.7	7.88	1.82	1.21	44.24	16.67	17.88	0	0.61	14.85	61.21	0.95
"344"	"u36"	"IM33"	2004	39.44	4.78	"IM332004"	38.49	25.94	15.48	26.78	41	6.28	20.08	52.3	10.46	9.62	7.95	10.46	0.84	15.48	12.97	18.83	3.04
"345"	"u4"	"MH21"	2004	76.02	7.64	"MH212004"	47.88	24.23	5	50.96	11.54	19.04	15.38	2.31	3.27	45.77	19.23	25.38	0	1.35	11.73	42.31	1.48
"346"	"u25"	"IH31"	2004	90.23	4.94	"IH312004"	58.08	18.87	3.16	32.54	19.66	20.79	23.16	2.37	4.41	52.32	11.86	19.55	0.23	1.02	11.19	29.49	1.45
"347"	"u30"	"IM13"	2004	3.57	26.95	"IM132004"	39.11	65.33	7.11	58.22	26.22	2.67	9.78	35.11	20.89	8	6.22	20.89	1.78	9.33	17.78	49.33	1.29
"348"	"u24"	"IH23"	2004	77.02	3.12	"IH232004"	43.63	18.01	16.4	40.41	23.72	11.27	19.03	22.99	8.64	47	15.96	15.96	1.46	6.88	9.66	34.11	2.27
"349"	"u26"	"IH32"	2004	90.8	4.09	"IH322004"	50.11	15.57	8.74	29.85	23.24	12.15	24.52	11.94	15.35	39.45	11.94	22.81	1.28	2.56	7.25	24.31	2.13
"350"	"u31"	"IM21"	2004	21.95	17.25	"IM212004"	79.79	45.89	6.95	62.74	5.26	11.58	15.58	1.26	2.11	12.84	13.68	14.53	0	4	18.53	59.58	0.97
"351"	"u5"	"MH22"	2004	72.24	7.03	"MH222004"	35.98	19.43	6.6	55.41	14.64	6.22	15.41	11.48	17.22	36.56	18.66	24.31	3.25	3.06	9	32.82	2.37
"352"	"u23"	"IH22"	2004	77.89	4.21	"IH222004"	41.67	14.29	6.78	44.41	23.35	11.17	15.84	8.61	13.46	42.03	11.72	21.52	2.47	2.66	7.05	37.82	1.93
"353"	"u12"	"MM13"	2004	13.97	20.02	"MM132004"	27.77	52.41	9.26	68.84	17.73	2.61	8.87	34.55	33.38	5.35	11.34	16.43	2.87	12.26	14.6	29.99	1.96
"354"	"u34"	"IM31"	2004	38.61	11.22	"IM312004"	78.35	30.65	6.7	53.83	9.39	9.96	21.84	0.96	6.13	12.84	11.3	17.05	0.19	6.7	14.37	49.04	1.12
"355"	"u32"	"IM22"	2004	20.36	14.09	"IM222004"	53.33	34.6	7.41	55.34	18.41	5.61	14.71	6.56	21.59	8.89	10.48	20.74	0.95	12.17	14.39	47.72	1.38
"356"	"u6"	"MH23"	2004	76.51	4.55	"MH232004"	32.67	20.94	21.97	47.55	21.13	4.7	17.78	35.5	14.11	25.77	14.88	16.37	4.45	7.99	7.35	20.81	3.78
"357"	"u7"	"MH31"	2004	86.84	7.74	"MH312004"	60.23	25.34	4.36	38.93	12.25	19.63	22.99	3.02	3.36	51.51	15.77	23.49	0.67	1.17	13.76	26.85	1.8
"358"	"u20"	"IH12"	2004	27.46	14.4	"IH122004"	44.81	30.19	3.46	69.18	10.69	11.64	7.08	5.5	7.08	41.82	18.87	26.89	0.31	0.79	9.28	62.11	1.18
"359"	"u33"	"IM23"	2004	21.86	8.78	"IM232004"	30.75	33.96	16.79	34.15	43.4	3.58	14.72	50	18.68	6.23	7.17	9.81	1.32	16.79	15.09	27.36	2.66
"360"	"u18"	"MM33"	2004	46.76	5.54	"MM332004"	38.2	31.9	19.31	36.05	33.05	4.58	19.89	50.5	15.88	8.01	8.58	7.73	1.43	21.32	15.31	10.59	3.55
